,Name,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Market value history,Transfer history
679,Bobby Clark,€1.00m,"May 27, 2024","Feb 7, 2005",19,1.78,England,['England'],Central Midfield,"                    0
0       Left Midfield
1  Attacking Midfield",Liverpool,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
680,Adam Smith,€1.00m,"May 27, 2024","Apr 29, 1991",33,1.74,England,['England'],Right-Back,"                0
0       Left-Back
1  Right Midfield",Bournemouth,,,"Jan 28, 2014","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
681,Ângelo,€15.00m,"Jun 3, 2024","Dec 21, 2004",19,1.8,Brazil,['Brazil'],Right Winger,"                    0
0         Left Winger
1  Attacking Midfield",Chelsea,,,"Jul 16, 2023","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
682,Antoine Semenyo,€10.00m,"May 27, 2024","Jan 7, 2000",24,1.85,Ghana,[],Right Winger,,Bournemouth,,,"Jan 27, 2023","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
683,Ricardo Pereira,€8.00m,"May 24, 2024","Oct 6, 1993",30,1.75,Portugal,"['Cape Verde', 'Portugal']",Right-Back,"                0
0  Right Midfield
1       Left-Back",Leicester,,,"Jul 1, 2018","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
684,Kasey McAteer,€900k,"May 24, 2024","Nov 22, 2001",22,1.77,England,[],Right Winger,,Leicester,,,"Jul 1, 2023","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
685,Wanya Marçal,€300k,"May 24, 2024","Oct 19, 2002",21,1.81,Portugal,[],Right Winger,,Leicester,,,"Jul 1, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
686,Christian Walton,€900k,"May 24, 2024","Nov 9, 1995",28,1.95,England,['England'],Goalkeeper,,Ipswich,,,"Jan 19, 2022","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
687,Ji-soo Kim,€600k,"Dec 19, 2023","Dec 24, 2004",19,1.92,"Korea, South",[],Centre-Back,,Brentford,,,"Jul 1, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
688,Carlos Alcaraz,€15.00m,"Jun 5, 2024","Nov 30, 2002",21,1.83,Argentina,[],Central Midfield,,Southampton,,,"Jan 11, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
689,Noni Madueke,€28.00m,"May 27, 2024","Mar 10, 2002",22,1.82,England,[],Right Winger,,Chelsea,,,"Jan 20, 2023","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
690,Ezri Konsa,€35.00m,"May 27, 2024","Oct 23, 1997",26,1.83,England,"['England', 'DR Congo']",Centre-Back,"            0
0  Right-Back",Aston Villa,,,"Jul 11, 2019","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
691,Issa Kaboré,€10.00m,"May 27, 2024","May 12, 2001",23,1.8,Burkina Faso,['Burkina Faso'],Right-Back,"                0
0  Right Midfield",Man City,,,"Jul 29, 2020","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
692,Fábio Silva,€11.00m,"May 30, 2024","Jul 19, 2002",21,1.85,Portugal,[],Centre-Forward,,Wolves,,,"Sep 5, 2020","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
693,James Bree,€2.20m,"May 24, 2024","Dec 11, 1997",26,1.78,England,['England'],Right-Back,,Southampton,,,"Jan 26, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
694,Antoine Semenyo,€10.00m,"May 27, 2024","Jan 7, 2000",24,1.85,Ghana,"['England', 'Ghana']",Right Winger,"                0
0     Left Winger
1  Centre-Forward",Bournemouth,,,"Jan 27, 2023","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
695,Rodri,€120.00m,"May 27, 2024","Jun 22, 1996",28,1.91,Spain,['Spain'],Defensive Midfield,"                  0
0  Central Midfield
1       Centre-Back",Man City,,,"Jul 4, 2019","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
696,Josh Bowler,€1.50m,"May 24, 2024","Mar 5, 1999",25,1.84,England,[],Right Winger,,Nottm Forest,,,"Sep 1, 2022","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
697,Morgan Rogers,€15.00m,"May 27, 2024","Jul 26, 2002",21,1.87,England,['England'],Left Winger,"                    0
0  Attacking Midfield
1      Centre-Forward",Aston Villa,,,"Feb 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
698,Justin Kluivert,€14.00m,"May 27, 2024","May 5, 1999",25,1.72,Netherlands,"['Suriname', 'Netherlands']",Left Winger,"                    0
0        Right Winger
1  Attacking Midfield",Bournemouth,,,"Jul 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
699,Neal Maupay,€12.00m,"May 27, 2024","Aug 14, 1996",27,1.73,France,[],Centre-Forward,,Everton,,,"Aug 26, 2022","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
700,Jørgen Strand Larsen,€25.00m,"Jun 7, 2024","Feb 6, 2000",24,1.93,Norway,[],Centre-Forward,,Wolves,,,"Jul 2, 2024","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
701,Tom Heaton,€250k,"May 27, 2024","Apr 15, 1986",38,1.88,England,['England'],Goalkeeper,,Man Utd,,,"Jul 2, 2021","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
702,Samuel Edozie,€8.00m,"May 24, 2024","Jan 28, 2003",21,1.81,England,[],Left Winger,,Southampton,,,"Sep 1, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
703,Hee-chan Hwang,€25.00m,"May 27, 2024","Jan 26, 1996",28,1.77,"Korea, South",[],Centre-Forward,,Wolves,,,"Jul 1, 2022","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
704,Rasmus Højlund,€65.00m,"May 27, 2024","Feb 4, 2003",21,1.91,Denmark,['Denmark'],Centre-Forward,,Man Utd,,,"Aug 5, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
705,Enes Ünal,€18.00m,"May 27, 2024","May 10, 1997",27,1.87,Türkiye,['Türkiye'],Centre-Forward,,Bournemouth,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
706,Stephy Mavididi,€11.00m,"May 24, 2024","May 31, 1998",26,1.82,England,[],Left Winger,,Leicester,,,"Jul 31, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
707,Jamal Lewis,€3.50m,"May 24, 2024","Jan 25, 1998",26,1.78,Northern Ireland,"['England', 'Northern Ireland']",Left-Back,"               0
0  Left Midfield",Newcastle,,,"Sep 8, 2020","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
708,Nathaniel Clyne,€1.50m,"May 27, 2024","Apr 5, 1991",33,1.75,England,[],Right-Back,,Crystal Palace,,,"Oct 14, 2020","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
709,Patson Daka,€12.00m,"May 24, 2024","Oct 9, 1998",25,1.83,Zambia,['Zambia'],Centre-Forward,,Leicester,,,"Jul 1, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
710,Joe Rothwell,€2.50m,"May 24, 2024","Jan 11, 1995",29,1.85,England,['England'],Central Midfield,"                    0
0  Defensive Midfield
1       Left Midfield",Bournemouth,,,"Jul 1, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
711,Philip Billing,€22.00m,"May 27, 2024","Jun 11, 1996",28,1.93,Denmark,"['Denmark', 'Nigeria']",Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",Bournemouth,,,"Jul 29, 2019","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
712,Remi Matthews,€500k,"May 27, 2024","Feb 10, 1994",30,1.92,England,[],Goalkeeper,,Crystal Palace,,,"Jul 12, 2021","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
713,Radu Drăgușin,€25.00m,"May 27, 2024","Feb 3, 2002",22,1.91,Romania,['Romania'],Centre-Back,"            0
0  Right-Back",Tottenham,,,"Jan 11, 2024","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
714,Matz Sels,€7.00m,"May 27, 2024","Feb 26, 1992",32,1.88,Belgium,[],Goalkeeper,,Nottm Forest,,,"Feb 1, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
715,Jacob Ramsey,€35.00m,"May 27, 2024","May 28, 2001",23,1.8,England,['England'],Attacking Midfield,"                  0
0  Central Midfield
1     Left Midfield",Aston Villa,,,"Jul 1, 2020","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
716,John Stones,€38.00m,"May 27, 2024","May 28, 1994",30,1.88,England,['England'],Centre-Back,"                    0
0          Right-Back
1  Defensive Midfield",Man City,,,"Aug 9, 2016","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
717,Micky van de Ven,€55.00m,"May 27, 2024","Apr 19, 2001",23,1.93,Netherlands,['Netherlands'],Centre-Back,"           0
0  Left-Back",Tottenham,,,"Aug 8, 2023","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
718,Miguel Almirón,€20.00m,"May 27, 2024","Feb 10, 1994",30,1.74,Paraguay,['Paraguay'],Right Winger,"                    0
0  Attacking Midfield
1         Left Winger",Newcastle,,,"Jan 31, 2019","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
719,Raúl Jiménez,€5.00m,"May 27, 2024","May 5, 1991",33,1.87,Mexico,['Mexico'],Centre-Forward,,Fulham,,,"Jul 25, 2023","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
720,Wout Faes,€20.00m,"May 24, 2024","Apr 3, 1998",26,1.87,Belgium,[],Centre-Back,,Leicester,,,"Sep 1, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
721,Daniel Jebbison,€1.00m,"May 27, 2024","Jul 11, 2003",20,1.9,Canada,"['England', 'Canada']",Centre-Forward,,Bournemouth,,,"Jul 10, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
722,Jakub Moder,€10.00m,"May 27, 2024","Apr 7, 1999",25,1.91,Poland,[],Central Midfield,,Brighton,,,"Oct 4, 2020","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
723,Omari Kellyman,€1.00m,"Dec 19, 2023","Sep 15, 2005",18,1.91,England,[],Attacking Midfield,,Chelsea,,,"Jul 1, 2024","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
724,Robin Olsen,€1.50m,"May 27, 2024","Jan 8, 1990",34,1.96,Sweden,[],Goalkeeper,,Aston Villa,,,"Jul 1, 2022",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
725,Harry Clarke,€5.00m,"May 24, 2024","Mar 2, 2001",23,1.8,England,[],Right-Back,,Ipswich,,,"Jan 19, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
726,Joe White,€300k,"Dec 29, 2023","Oct 1, 2002",21,1.86,England,['England'],Attacking Midfield,"                  0
0  Central Midfield",Newcastle,,,"Jul 1, 2023","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
727,Morgan Rogers,€15.00m,"May 27, 2024","Jul 26, 2002",21,1.87,England,[],Left Winger,,Aston Villa,,,"Feb 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
728,Kenny Tete,€15.00m,"May 27, 2024","Oct 9, 1995",28,1.8,Netherlands,[],Right-Back,,Fulham,,,"Sep 10, 2020","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
729,Ollie Watkins,€65.00m,"May 27, 2024","Dec 30, 1995",28,1.8,England,[],Centre-Forward,,Aston Villa,,,"Sep 9, 2020","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
730,Pascal Groß,€8.00m,"May 27, 2024","Jun 15, 1991",33,1.81,Germany,['Germany'],Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",Brighton,,,"Jul 1, 2017","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
731,Armel Bella-Kotchap,€12.00m,"May 31, 2024","Dec 11, 2001",22,1.9,Germany,[],Centre-Back,,Southampton,,,"Jul 1, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
732,Gabriel Martinelli,€70.00m,"May 27, 2024","Jun 18, 2001",23,1.78,Brazil,[],Left Winger,,Arsenal,,,"Jul 2, 2019","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
733,Brennan Johnson,€48.00m,"May 27, 2024","May 23, 2001",23,1.86,Wales,[],Right Winger,,Tottenham,,,"Sep 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
734,Christian Nørgaard,€18.00m,"May 27, 2024","Mar 10, 1994",30,1.87,Denmark,['Denmark'],Defensive Midfield,"                  0
0  Central Midfield",Brentford,,,"Jul 1, 2019","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
735,Dwight McNeil,€22.00m,"May 27, 2024","Nov 22, 1999",24,1.83,England,['England'],Left Winger,"               0
0  Left Midfield
1   Right Winger",Everton,,,"Jul 28, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
736,Conor Chaplin,€7.00m,"May 24, 2024","Feb 16, 1997",27,1.68,England,['England'],Second Striker,"                0
0  Centre-Forward
1     Left Winger",Ipswich,,,"Jul 27, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
737,Ederson,€35.00m,"May 27, 2024","Aug 17, 1993",30,1.88,Brazil,"['Brazil', 'Portugal']",Goalkeeper,,Man City,,,"Jul 1, 2017","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
738,Armando Broja,€22.00m,"May 27, 2024","Sep 10, 2001",22,1.91,Albania,[],Centre-Forward,,Chelsea,,,"Jul 1, 2022","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
739,Manor Solomon,€13.00m,"May 27, 2024","Jul 24, 1999",24,1.7,Israel,"['Israel', 'Portugal']",Left Winger,"                    0
0        Right Winger
1  Attacking Midfield",Tottenham,,,"Jul 11, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
740,Nick Pope,€16.00m,"May 27, 2024","Apr 19, 1992",32,1.98,England,['England'],Goalkeeper,,Newcastle,,,"Jul 1, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
741,Igor Thiago,€25.00m,"Jun 4, 2024","Jun 26, 2001",23,1.91,Brazil,[],Centre-Forward,,Brentford,,,"Jul 1, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
742,Mads Hermansen,€9.00m,"May 24, 2024","Jul 11, 2000",23,1.87,Denmark,[],Goalkeeper,,Leicester,,,"Jul 18, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
743,Calum Chambers,€4.00m,"May 27, 2024","Jan 20, 1995",29,1.82,England,['England'],Centre-Back,"                    0
0          Right-Back
1  Defensive Midfield",Aston Villa,,,"Jan 27, 2022","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
744,Ibrahim Sangaré,€30.00m,"May 27, 2024","Dec 2, 1997",26,1.91,Cote d'Ivoire,"[""Cote d'Ivoire""]",Defensive Midfield,"                  0
0  Central Midfield",Nottm Forest,,,"Sep 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
745,Emil Krafth,€2.50m,"May 27, 2024","Aug 2, 1994",29,1.84,Sweden,['Sweden'],Right-Back,"             0
0  Centre-Back",Newcastle,,,"Aug 8, 2019","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
746,Mark Travers,€3.50m,"May 27, 2024","May 18, 1999",25,1.91,Ireland,['Ireland'],Goalkeeper,,Bournemouth,,,"Jul 1, 2020","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
747,Fraser Forster,€1.20m,"May 27, 2024","Mar 17, 1988",36,2.01,England,[],Goalkeeper,,Tottenham,,,"Jul 1, 2022","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
748,Nathaniel Clyne,€1.50m,"May 27, 2024","Apr 5, 1991",33,1.75,England,"['England', 'Grenada']",Right-Back,"             0
0    Left-Back
1  Centre-Back",Crystal Palace,,,"Oct 14, 2020","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
749,Kieran Trippier,€10.00m,"May 27, 2024","Sep 19, 1990",33,1.73,England,['England'],Right-Back,"                0
0  Right Midfield
1       Left-Back",Newcastle,,,"Jan 7, 2022","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
750,Christopher Nkunku,€65.00m,"May 27, 2024","Nov 14, 1997",26,1.77,France,"['France', 'DR Congo']",Attacking Midfield,"                0
0  Second Striker
1     Left Winger",Chelsea,,,"Jul 1, 2023","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
751,Noni Madueke,€28.00m,"May 27, 2024","Mar 10, 2002",22,1.82,England,"['England', 'Nigeria']",Right Winger,"                0
0  Centre-Forward",Chelsea,,,"Jan 20, 2023","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
752,Ashley Phillips,€2.20m,"May 24, 2024","Jun 26, 2005",19,1.96,England,[],Centre-Back,,Tottenham,,,"Aug 5, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
753,Victor Lindelöf,€15.00m,"May 27, 2024","Jul 17, 1994",29,1.87,Sweden,[],Centre-Back,,Man Utd,,,"Jul 1, 2017","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
754,Alex McCarthy,€500k,"May 24, 2024","Dec 3, 1989",34,1.93,England,[],Goalkeeper,,Southampton,,,"Aug 1, 2016","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
755,Zanka,€1.00m,"May 27, 2024","Apr 23, 1990",34,1.89,Denmark,[],Centre-Back,,Brentford,,,"Sep 9, 2021","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
756,Axel Disasi,€40.00m,"May 27, 2024","Mar 11, 1998",26,1.9,France,"['France', 'DR Congo']",Centre-Back,"            0
0  Right-Back",Chelsea,,,"Aug 4, 2023","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
757,Bruno Guimarães,€85.00m,"May 27, 2024","Nov 16, 1997",26,1.82,Brazil,[],Defensive Midfield,,Newcastle,,,"Jan 30, 2022","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
758,Jensen Weir,€300k,"Dec 27, 2023","Jan 31, 2002",22,1.84,England,[],Central Midfield,,Brighton,,,"Jul 1, 2023",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
759,Michael Golding,€300k,"Mar 14, 2024","May 23, 2006",18,1.8,England,[],Central Midfield,,Leicester,,,"Jul 7, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
760,Yasin Ayari,€4.50m,"May 24, 2024","Oct 6, 2003",20,1.72,Sweden,"['Tunisia', 'Sweden']",Central Midfield,"                0
0  Right Midfield
1   Left Midfield",Brighton,,,"Jan 30, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
761,Pape Matar Sarr,€45.00m,"May 27, 2024","Sep 14, 2002",21,1.84,Senegal,[],Central Midfield,,Tottenham,,,"Aug 27, 2021","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
762,Mason Mount,€35.00m,"May 27, 2024","Jan 10, 1999",25,1.81,England,[],Attacking Midfield,,Man Utd,,,"Jul 5, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
763,Ezri Konsa,€35.00m,"May 27, 2024","Oct 23, 1997",26,1.83,England,[],Centre-Back,,Aston Villa,,,"Jul 11, 2019","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
764,Elliot Anderson,€15.00m,"May 27, 2024","Nov 6, 2002",21,1.79,Scotland,"['England', 'Scotland']",Central Midfield,"                    0
0  Attacking Midfield
1       Left Midfield",Nottm Forest,,,"Jul 1, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
765,Dwight McNeil,€22.00m,"May 27, 2024","Nov 22, 1999",24,1.83,England,[],Left Winger,,Everton,,,"Jul 28, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
766,Jan Paul van Hecke,€18.00m,"May 27, 2024","Jun 8, 2000",24,1.89,Netherlands,[],Centre-Back,,Brighton,,,"Sep 10, 2020","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
767,Ben White,€55.00m,"May 27, 2024","Oct 8, 1997",26,1.86,England,[],Right-Back,,Arsenal,,,"Jul 30, 2021","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
768,Alex Scott,€20.00m,"May 27, 2024","Aug 21, 2003",20,1.78,England,[],Central Midfield,,Bournemouth,,,"Aug 10, 2023",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
769,Nélson Semedo,€12.00m,"May 27, 2024","Nov 16, 1993",30,1.77,Portugal,[],Right-Back,,Wolves,,,"Sep 23, 2020","Jun 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
770,Callum Hudson-Odoi,€18.00m,"May 27, 2024","Nov 7, 2000",23,1.78,England,"['England', 'Ghana']",Left Winger,"                    0
0        Right Winger
1  Attacking Midfield",Nottm Forest,,,"Sep 1, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
